46	просто	просто	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#294.661#294.943
47	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#294.943#295.225
48	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#295.225#295.517
49	подожди/	подожди/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#295.92#296.288
50	тут	тут	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#296.288#296.656
51	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#296.656#297.024
52	твой	твой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#297.024#297.392
53	каминаут/	каминаут/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#297.392#297.76
54	щас	щы	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#297.76#298.128
55	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#298.128#298.496
56	мой	мой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#298.496#298.864
57	каминаут	каминауть	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@mn1985m-words#@mn1985m#298.864#299.24
58	уф	уф	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#300.0#300.277
59	сегодня/	сегодня/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#300.277#300.554
60	вечер	вечер	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#300.554#300.831
61	приза..	приза..	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#300.831#301.108
62	у	у	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#301.108#301.385
63	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#301.385#301.662
64	не	не	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#301.662#301.939
65	ну	ну	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#301.939#302.216
66	в	в	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#302.216#302.493
67	детстве	детство	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#302.493#302.77
68	как	как	SCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#302.77#303.047
69	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#303.047#303.324
70	неделю	неделя	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#303.324#303.601
71	назад	назад	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#303.601#303.878
72	считается	считаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	@mn1985m-words#@mn1985m#303.878#304.155
73	в	в	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#304.155#304.432
74	детстве?	детстве?	SYM	_	_	_	_	_	@mn1985m-words#@mn1985m#304.432#304.709
75	подходит	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#304.709#304.986
76	ко	к	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#304.986#305.263
77	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#305.263#305.54
78	Лиза/	лиза/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#305.54#305.817
79	вот	вот	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#305.817#306.094
80	там	там	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#306.094#306.371
81	в	в	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#306.371#306.648
82	гримерке	гримерка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#306.648#306.925
83	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#306.925#307.202
84	а	а	CCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#307.202#307.479
85	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mn1985m-words#@mn1985m#307.479#307.756
86	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#307.756#308.033
87	кто	кто	PRON	_	Case=Nom	_	_	_	@mn1985m-words#@mn1985m#308.033#308.31
88	придет	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#308.31#308.587
89	через	через	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#308.587#308.864
90	неделю?	неделю?	SYM	_	_	_	_	_	@mn1985m-words#@mn1985m#308.864#309.141
91	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#309.141#309.418
92	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#309.418#309.695
93	да	да	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#309.695#309.972
94	кто?	кто?	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#309.972#310.249
95	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mn1985m-words#@mn1985m#310.249#310.526
96	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#310.526#310.803
97	да/	да/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#310.803#311.08
98	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mn1985m-words#@mn1985m#311.08#311.357
99	угадай	угадать	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#311.357#311.634
100	вот	вот	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#311.634#311.911
101	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mn1985m-words#@mn1985m#311.911#312.188
102	кого/	кого/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#312.188#312.465
103	хотел	хотеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#312.465#312.742
104	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#312.742#313.019
105	увидеть?	увидеть?	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#313.019#313.296
106	неужели	неужели	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#313.296#313.573
107	Филипп	Филипп	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#313.573#313.85
108	Бедросовича?	Бедросовича?	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#313.85#314.127
109	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mn1985m-words#@mn1985m#314.127#314.404
110	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#314.404#314.681
111	нет/	нет/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#314.681#314.958
112	еще	еще	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#314.958#315.235
113	лучше/	лучше/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#315.235#315.512
114	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#315.512#315.789
115	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#315.789#316.066
116	кто?	кто?	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#316.066#316.343
117	Алина	Алина	PROPN	_	_	_	_	_	@mn1985m-words#@mn1985m#316.343#316.62
118	Гросу	Грос	PROPN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#316.62#316.897
119	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#316.897#317.174
120	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#317.174#317.451
121	грю	грь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#317.451#317.728
122	серьезнго	серьезнй	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#317.728#318.005
123	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#318.005#318.282
124	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#318.282#318.559
125	обрадовался	обрадоваться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mn1985m-words#@mn1985m#318.559#318.836
126	правда/	правда/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#318.836#319.113
127	а	а	CCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#319.113#319.39
128	потом	потом	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#319.39#319.667
129	начал	начать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#319.667#319.944
130	готовиться	готовиться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@mn1985m-words#@mn1985m#319.944#320.221
131	к	к	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#320.221#320.498
132	эфиру	эфир	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#320.498#320.775
133	и	и	CCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#320.775#321.052
134	узнал	узнать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#321.052#321.329
135	что	что	PRON	_	Case=Acc	_	_	_	@mn1985m-words#@mn1985m#321.329#321.606
136	Вы/	вы/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#321.606#321.883
137	вышли	выйти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#321.883#322.16
138	замуж	замуж	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#322.16#322.444
139	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#323.61#324.054
140	Вас...	Вас...	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#324.054#324.498
141	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#324.498#324.942
142	Вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@mn1985m-words#@mn1985m#324.942#325.386
143	очень	очень	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#325.386#325.83
144	поздравляю	поздравлять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#325.83#326.274
145	а	а	CCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#328.788#329.011
146	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#329.011#329.234
147	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mn1985m-words#@mn1985m#329.234#329.459
148	вот/	вот/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#331.121#331.366
149	понима.../	понима.../	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#331.366#331.611
150	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mn1985m-words#@mn1985m#331.611#331.856
151	те	тот	DET	_	Case=Nom|Number=Plur	_	_	_	@mn1985m-words#@mn1985m#331.856#332.101
152	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#332.101#332.346
153	скажу/	скажу/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#332.346#332.591
154	Алина	Алина	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#332.591#332.836
155	а	а	CCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#332.836#333.081
156	вышла/	вышла/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#333.081#333.326
157	замуж	замуж	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#333.326#333.571
158	и	и	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#333.571#333.816
159	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mn1985m-words#@mn1985m#333.816#334.061
160	больше	больше	ADV	_	Degree=Cmp	_	_	_	@mn1985m-words#@mn1985m#334.061#334.306
161	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#334.306#334.551
162	понимаешь?	понимаешь?	SYM	_	_	_	_	_	@mn1985m-words#@mn1985m#334.551#334.798
163	у	у	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#336.595#336.868
164	мужчин	мужчина	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mn1985m-words#@mn1985m#336.868#337.141
165	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#337.141#337.416
166	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#346.033#346.516
167	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#351.694#352.086
168	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#353.64#353.812
169	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mn1985m-words#@mn1985m#368.211#368.582
170	знаем	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#368.582#368.954
171	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#379.957#380.245
172	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#390.042#390.186
173	да	да	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#401.932#402.169
174	вообще/	вообще/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#407.506#407.819
175	к	к	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#407.819#408.132
176	лайфстайлу	лайфстайл	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#408.132#408.445
177	к	к	ADP	_	_	_	_	_	@mn1985m-words#@mn1985m#408.445#408.758
178	образу	образ	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#408.758#409.071
179	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#409.071#409.389
180	нет/	нет/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#443.5#443.666
181	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@mn1985m-words#@mn1985m#443.666#443.832
182	ещ...	ещ...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#443.832#444.0
183	слушайте	слушать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#451.199#451.437
184	девчата	девчата	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#451.437#451.675
185	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#451.675#451.913
186	еще	еще	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#451.913#452.151
187	тяжелее	тяжелый	ADV	_	Degree=Cmp	_	_	_	@mn1985m-words#@mn1985m#452.151#452.389
188	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@mn1985m-words#@mn1985m#452.389#452.627
189	же	же	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#452.627#452.865
190	сказали	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mn1985m-words#@mn1985m#452.865#453.103
191	ну	ну	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#453.103#453.341
192	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@mn1985m-words#@mn1985m#453.341#453.579
193	же	же	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#453.579#453.817
194	не	не	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#453.817#454.055
195	пять	пять	NUM	_	Case=Acc	_	_	_	@mn1985m-words#@mn1985m#454.055#454.293
196	два	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@mn1985m-words#@mn1985m#454.293#454.531
197	работает/	работает/	PUNCT	_	_	_	_	_	@mn1985m-words#@mn1985m#454.531#454.769
198	да	да	CCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#454.769#455.007
199	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#455.007#455.245
200	ещ...	ещ...	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#455.245#455.483
201	да	да	PART	_	_	_	_	_	@mn1985m-words#@mn1985m#455.483#455.721
202	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#455.721#455.959
203	еще	еще	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#455.959#456.197
204	тяжелее	тяжелый	ADJ	_	Degree=Cmp	_	_	_	@mn1985m-words#@mn1985m#456.197#456.435
205	когда	когда	SCONJ	_	_	_	_	_	@mn1985m-words#@mn1985m#456.435#456.673
206	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#456.673#456.933
207	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#458.715#459.215
208	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#459.215#459.715
209	так	так	ADV	_	Degree=Pos	_	_	_	@mn1985m-words#@mn1985m#474.636#475.045
210	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mn1985m-words#@mn1985m#506.75#507.083
211	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mn1985m-words#@mn1985m#507.083#507.416
212	коснемся	коснуться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@mn1985m-words#@mn1985m#507.416#507.75
213	да	да	PART	_	_	_	_	_	lk1990f-words#@lk1990f#287.983#288.206
214	//	//	PUNCT	_	_	_	_	_	lk1990f-words#@lk1990f#288.206#288.429
215	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	lk1990f-words#@lk1990f#288.429#288.652
216	здравствуйте	здравствовать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#288.652#288.875
217	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#288.875#289.1
218	здравствуйте	здравствовать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	lk1990f-words#@lk1990f#295.659#296.511
219	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	lk1990f-words#@lk1990f#296.511#297.363
